,Ad No,Name,Price,priceNotes,Model Year,Location,Mileage,Registered City,Engine Type,Engine Capacity,Transmission,Color,Assembly,Body Type,Last Updated,URL, ABS, AM/FM Radio, Air Bags, Air Conditioning,AM/FM Radio,Air Bags,Air Conditioning,Alloy Rims,CD Player,Cassette Player,Climate Control,Cruise Control,DVD Player,Front Camera,Front Speakers,Immobilizer Key,Keyless Entry,Navigation System,Power Locks,Power Mirrors,Power Steering,Power Windows,Rear AC Vents,Rear Camera,Rear Speakers,Steering Switches,Sun Roof,USB and Auxillary Cable,AgeScore,MileageScore,PriceScore,CarValueScore
125,7420842,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7450000.0,,2022,"
                      ",11000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7420842,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.945,-247.33333333333334,-81.81277777777778
126,7522976,Toyota Corolla Altis Grande CVT-i 1.8 2018,5125000.0,,2018,"
                      ",70000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7522976,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.65,-169.83333333333334,-56.144444444444446
127,7365376,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,7100000.0,,2022,"
                      ",15000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-05-25,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7365376,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.925,-235.66666666666666,-77.93055555555556
128,7523762,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7200000.0,,2022,"
                      ",18000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-04,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7523762,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.91,-239.0,-79.04666666666667
129,7190580,Toyota Corolla Altis Grande CVT-i 1.8 2022,7300000.0,,2022,"
                      ",11744,,Petrol,1800 cc,Automatic,Silver,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7190580,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0.95,0.94128,-242.33333333333334,-80.14735111111112
130,7522201,Toyota Corolla Altis Grande CVT-i 1.8 2018,5250000.0,,2018,"
                      ",40000,,Petrol,1800 cc,Automatic,Brown,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7522201,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.8,-174.0,-57.48333333333333
131,7525171,Toyota Corolla Altis Grande CVT-i 1.8 2018,5100000.0,,2018,"
                      ",42000,,Petrol,1798 cc,Automatic,Silver Metallic,Local,Sedan,2023-06-04,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7525171,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.79,-169.0,-55.82
132,7526590,Toyota Corolla Altis Grande CVT-i 1.8 2015,3650000.0,,2015,"
                      ",77000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-04,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7526590,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.6,0.615,-120.66666666666667,-39.81722222222222
133,7526684,Toyota Corolla Altis Grande CVT-i 1.8 2018,5080000.0,,2018,"
                      ",65000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-04,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7526684,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.675,-168.33333333333334,-55.63611111111111
134,7524994,Toyota Corolla Altis Grande CVT-i 1.8 2015,3500000.0,,2015,"
                      ",100000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-04,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7524994,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.6,0.5,-115.66666666666667,-38.18888888888889
135,7526979,Toyota Corolla Altis Grande CVT-i 1.8 2016,4275000.0,,2016,"
                      ",82763,,Petrol,1798 cc,Automatic,Bronze Mica,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7526979,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.65,0.586185,-141.5,-46.754605
136,7525741,Toyota Corolla Altis Grande CVT-i 1.8 2018,5050000.0,,2018,"
                      ",54000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-04,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7525741,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.73,-167.33333333333334,-55.28444444444445
137,7527030,Toyota Corolla Altis Grande CVT-i 1.8 2014,3700000.0,,2014,"
                      ",119856,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-7527030,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.55,0.40071999999999997,-122.33333333333333,-40.46087111111111
138,7527554,Toyota Mark II Grande 2.0 2004,2050000.0,,2004,"
                      ",100000,,Petrol,2000 cc,Automatic,Silver,Imported,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-mark-ii-2004-for-sale-in-karachi-7527554,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0.050000000000000044,0.5,-67.33333333333333,-22.26111111111111
139,7529347,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6700000.0,,2021,"
                      ",20000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7529347,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.9,-222.33333333333334,-73.5111111111111
140,7529398,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7200000.0,,2022,"
                      ",15000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7529398,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.925,-239.0,-79.04166666666667
141,7527395,Toyota Corolla Altis Grande CVT-i 1.8 2019,5875000.0,,2019,"
                      ",40000,,Petrol,1800 cc,Automatic,Silver,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7527395,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.8,-194.83333333333334,-64.41111111111111
142,7527566,Toyota Corolla Altis Grande CVT-i 1.8 2016,3900000.0,,2016,"
                      ",164000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7527566,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.65,0.18000000000000005,-129.0,-42.72333333333333
143,7529163,Toyota Corolla Altis Grande CVT-i 1.8 2019,5250000.0,,2019,"
                      ",46000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7529163,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.77,-174.0,-57.47666666666667
144,7528648,Toyota Corolla Altis Grande CVT-i 1.8 2019,6000000.0,,2019,"
                      ",35982,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7528648,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.82009,-199.0,-65.79330333333333
145,7529830,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6250000.0,,2021,"
                      ",34000,,Petrol,1799 cc,Automatic,Attitude Black,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7529830,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.83,-207.33333333333334,-68.53444444444445
146,7530582,Toyota Corolla Altis Grande CVT-i 1.8 2020,6100000.0,,2020,"
                      ",58000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-7530582,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.85,0.71,-202.33333333333334,-66.92444444444445
147,7530873,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6300000.0,,2021,"
                      ",30000,,Petrol,1799 cc,Automatic,Attitude Black,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7530873,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.85,-209.0,-69.08333333333333
148,7273972,Toyota Corolla Altis Grande CVT-i 1.8 2018,5275000.0,,2018,"
                      ",40000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-05-17,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7273972,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.8,-174.83333333333334,-57.76111111111111
149,7212484,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,7150000.0,,2022,"
                      ",15500,,Petrol,1800 cc,Automatic,Silver,Local,Sedan,2023-05-17,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7212484,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.9225,-237.33333333333334,-78.48694444444445
150,7359889,Toyota Corolla Altis Grande CVT-i 1.8 2015,3825000.0,,2015,"
                      ",88000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-05-22,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7359889,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.6,0.56,-126.5,-41.78
151,7453956,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,,Call for price,2022,"
                      ",5400,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-05-16,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7453956,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.973,,
152,7481772,Toyota Corolla Altis Grande CVT-i 1.8 2016,4300000.0,,2016,"
                      ",77000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-05-24,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7481772,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.65,0.615,-142.33333333333334,-47.02277777777778
153,7485470,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7425000.0,,2022,"
                      ",3100,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-05-25,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7485470,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.9845,-246.5,-81.52183333333333
154,7245481,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,,Call for price,2022,"
                      ",5000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-05-21,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7245481,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.975,,
155,7510990,Toyota Corolla Altis Grande CVT-i 1.8 2018,5200000.0,,2018,"
                      ",109000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7510990,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.45499999999999996,-172.33333333333334,-57.04277777777778
156,7419411,Toyota Corolla Altis Grande CVT-i 1.8 2017,4725000.0,,2017,"
                      ",64500,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7419411,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.7,0.6775,-156.5,-51.7075
157,7517460,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6325000.0,,2021,"
                      ",18000,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7517460,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.91,-209.83333333333334,-69.34111111111112
158,7517651,Toyota Corolla Altis Grande CVT-i 1.8 2018,5200000.0,,2018,"
                      ",45000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7517651,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.775,-172.33333333333334,-56.93611111111111
159,7517112,Toyota Mark II Grande 2.0 2004,2400000.0,,2004,"
                      ",150000,,Petrol,2000 cc,Automatic,Silver,Imported,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-mark-ii-2004-for-sale-in-karachi-7517112,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0.050000000000000044,0.25,-79.0,-26.233333333333334
160,7517123,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,6800000.0,,2022,"
                      ",17000,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7517123,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.95,0.915,-225.66666666666666,-74.60055555555554
161,7517758,Toyota Corolla Altis Grande CVT-i 1.8 2019,5650000.0,,2019,"
                      ",54000,,Petrol,1798 cc,Automatic,Silver Metallic,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7517758,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.73,-187.33333333333334,-61.934444444444445
162,7518003,Toyota Corolla Altis Grande CVT-i 1.8 2016,3975000.0,,2016,"
                      ",74000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7518003,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.65,0.63,-131.5,-43.406666666666666
163,7518071,Toyota Corolla Altis Grande CVT-i 1.8 2019,5500000.0,,2019,"
                      ",61000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7518071,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.6950000000000001,-182.33333333333334,-60.279444444444444
164,7517756,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,,Call for price,2022,"
                      ",283,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7517756,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.998585,,
165,7518450,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,7150000.0,,2021,"
                      ",11000,,Petrol,1798 cc,Automatic,Silver Metallic,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7518450,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.945,-237.33333333333334,-78.49611111111112
166,7459565,Toyota Corolla Altis Grande CVT-i 1.8 2020,6225000.0,,2020,"
                      ",45000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-7459565,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.85,0.775,-206.5,-68.29166666666667
167,7518739,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6650000.0,,2021,"
                      ",11000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7518739,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.945,-220.66666666666666,-72.94055555555555
168,7518747,Toyota Corolla Altis Grande CVT-i 1.8 2016,4300000.0,,2016,"
                      ",93000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7518747,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.65,0.5349999999999999,-142.33333333333334,-47.04944444444445
169,7520919,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,7500000.0,,2021,"
                      ",5000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7520919,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.975,-249.0,-82.375
170,7501610,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,7100000.0,,2022,"
                      ",8600,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7501610,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.957,-235.66666666666666,-77.91988888888888
171,7521855,Toyota Corolla Altis Grande CVT-i 1.8 2015,3500000.0,,2015,"
                      ",115000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7521855,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.6,0.42500000000000004,-115.66666666666667,-38.21388888888889
172,7521405,Toyota Corolla Altis Grande CVT-i 1.8 2014,3950000.0,,2014,"
                      ",90000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-7521405,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.55,0.55,-130.66666666666666,-43.18888888888889
173,7213510,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,,Call for price,2021,"
                      ",37000,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-05-12,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7213510,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.9,0.815,,
174,7522083,Toyota Corolla Altis Grande CVT-i 1.8 2018,5500000.0,,2018,"
                      ",65000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7522083,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.675,-182.33333333333334,-60.30277777777778
175,7220853,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7400000.0,,2022,"
                      ",9000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-05-16,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7220853,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.955,-245.66666666666666,-81.25388888888888
176,7487790,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,,Call for price,2022,"
                      ",650,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-05-25,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7487790,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.95,0.99675,,
177,7451091,Toyota Corolla Altis Grande CVT-i 1.8 2017,4300000.0,,2017,"
                      ",88000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7451091,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.7,0.56,-142.33333333333334,-47.02444444444445
178,7225719,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7900000.0,,2022,"
                      ",48,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7225719,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.99976,-262.3333333333333,-86.79452444444443
179,7499434,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,7200000.0,,2021,"
                      ",3200,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7499434,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.984,-239.0,-79.03866666666667
180,7516990,Toyota Corolla Altis Grande CVT-i 1.8 2020,6300000.0,,2020,"
                      ",130000,,Petrol,1798 cc,Automatic,Super white,Imported,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-7516990,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.85,0.35,-209.0,-69.26666666666667
181,7512944,Toyota Corolla Altis Grande CVT-i 1.8 2020,5700000.0,,2020,"
                      ",88000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-7512944,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.85,0.56,-189.0,-62.53
182,7511066,Toyota Corolla Altis Grande CVT-i 1.8 2018,5500000.0,,2018,"
                      ",109000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7511066,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.45499999999999996,-182.33333333333334,-60.37611111111111
183,7513281,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6600000.0,,2021,"
                      ",10000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7513281,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.9,0.95,-219.0,-72.38333333333334
184,7513022,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7450000.0,,2022,"
                      ",6000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7513022,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.97,-247.33333333333334,-81.80444444444446
185,7513739,Toyota Corolla Altis Grande CVT-i 1.8 2016,4450000.0,,2016,"
                      ",90000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7513739,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.65,0.55,-147.33333333333334,-48.711111111111116
186,7455490,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7500000.0,,2022,"
                      ",22000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7455490,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.89,-249.0,-82.38666666666667
187,7500458,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,7050000.0,,2021,"
                      ",17000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-01,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7500458,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.915,-234.0,-77.395
